id,city,price,tire_type,tire_width,height_ratio,wheel_diameter,new_car_price,turbo,finish_level,number_of_doors,number_of_seats,avrage_fuel_consumption,avrage_fuel_consumption_city,avrage_fuel_consumption_highway,fuel_type,gearbox,horsepower,max_speed,max_torque,number_of_cylinders,number_of_gears,rounds_per_minute_for_max_power,rounds_per_minute_for_max_torque,zero_to_100_km_in_seconds,automatic_high_beam,dead_vehicle_monitoring_system,independent_emergency_break,abs,turn_tracking_headlights,cancel_airbag,isofix,lane_departure_warning_system,number_of_airbags,seat_belt_warning_system,airpressure_sensors,road_sign_recognition,trunk_volume_in_liters,trunk_volume_in_seat_folding,front_seat_headroom_in_cm,rear_seat_headroom_in_cm,height_in_cm,front_seat_waist_in_cm,rear_seat_waist_in_cm,front_legroom_in_cm,rear_legroom_in_cm,length_in_cm,front_seat_shoulder_in_cm,rear_seat_shoulder_in_cm,width_in_cm,full_tank_volume_in_liters,minimal_weight_in_kg,maximal_weight_in_kg,wheelbase_in_cm,subwoofer,bluetooth,rear_control_air_conditioning,air_conditioning,number_of_air_conditioning_locations,cruise_control,driver_heated_seat,fog_lights,head_light,heated_front_passenger_seat,electric_windows,rain_sensors,heated_rear_passenger_seat,roof_window,dark_windows,hoops,carName,year,engine,current_km,hand,color,original_ownership,next_test,annual_licensing_fee
1148,11,38000,R,185,55,15,44900,0,INSTYLE,4,5,20.4,22.7,17.9,בנזין,1,80,174,1038.8,3,6.06779661016949,6000,4000,13.3,0,0,1,1,0,1,1,1,6,1,1,0,450,1350.40191804708,98.7101224489796,95.1877685950413,151.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,424.5,141.245632973503,138.14139626352,167,42,945,1360,255,0,1,0,1,1,0,0,1,הלוגן,0,4,1,0,0,1,1,304,2016,1193,129000,1,2,2,7,1102
1149,32,41000,R,165,65,14,55545,0,LT,5,5,18.2,21.7,13.7,בנזין,1,98,179,1264.2,4,6.06779661016949,6200,4400,12.6,0,0,1,1,0,1,1,1,6,1,1,0,185,1350.40191804708,100.5,95.5,147.6,122.4,122,106,83.9,363.6,129.1,126.4,159.5,32,1049,1903.18990889979,238.5,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,384,2016,1399,130000,2,68,2,5.24113968033357,1824.71785962474
1151,16,67095,R,215,45,18,83895,0,COMFORT,4,5,18.2,20.8,14.7,בנזין,1,120,185,1470,4,6,6000,4000,11.6,0,0,1,1,0,1,1,0,6,1,1,0,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458.5,145.2,138.2,179.5,51,1376,1903.18990889979,270,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,56,2014,1496,125434,1,1,1,8,1424
1152,9,136395,R,225,60,18,148999,0,PRIME PLUS,5,5,11.9,14.5,9.1,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,1,0,1,1,0,1,1,1,6,1,1,0,488,1478,100.5,99.5,166,141.3,138.4,105.3,97,448,145,141,185,62,1460,2080,267,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,0,1,4,2019,1999,24906,1,1,1,5,2130
1153,9,49245,R,165,65,14,49245,0,GLX,5,5,23.3,20.3863265306122,14.6269151138716,בנזין,1,68,189.119543317663,882,3,5,6000,3500,10.783321799308,0,0,1,1,0,1,1,1,6,1,1,1,254,726,98.7101224489796,95.1877685950413,154,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,360,141.245632973503,138.14139626352,160,35,1378.96836668819,1260,242.5,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,385,2017,998,89041,1,1,1,1,1102
1154,9,47145,R,165,70,14,50500,0,VISIA,5,5,18.5,21.7,14.9,בנזין,1,80,161,1078,3,6.06779661016949,6000,4000,14.5,0,0,1,1,0,1,1,0,6,1,1,0,265,1132,98.7101224489796,95.1877685950413,151,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,382.5,141.245632973503,138.14139626352,166.5,41,1020,1425,245,0,1,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,67,2017,1198,126177,1,1,2,10,1102
1155,9,64995,R,195,55,16,109000,1,LIFE,5,5,18.5,22.2,14.7,בנזין,1,120,170,2009,4,6,5500,2000,9.2,0,0,1,1,0,1,1,0,4,1,1,0,300,1146,88,84.7,144.8,136.3,137.8,105.240853658537,90.8045212765958,406.3,137,130.7,173.2,45,1154,1664,258.9,0,1,0,0,1.830078125,0,0,1,הלוגן,0,2,0,0,0,1,1,172,2017,1197,107150,1,1,2,9,1102
1156,11,101745,R,225,45,17,100000,0,PREMIUM,5,5,25.6,25.6,25.6,בנזין,1,141,185,2597,4,6,5479.9424184261,2977.83694937541,11.1,0,0,1,1,0,1,1,1,7,1,1,0,550,1505,99.4,95,145,136.6,134.4,113.6,90.6,447,142.5,139.6,182,45,1420,1870,270,0,0,0,1,2,1,0,0,הלוגן,0,4,0,0,0,1,1,101,2018,1580,82811,1,1,2,5.24113968033357,1824.71785962474
1159,12,112000,R,225,45,18,129900,1,BUSINESS,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,184,189.119543317663,2646,4,8,5000,1250,10.783321799308,0,0,1,1,0,1,1,0,6,1,1,0,520,1600,104.8,97.4,150.8,146.5,145.5,106.8,99.5,482.4,140.1,137.5,182.8,60,1378.96836668819,1903.18990889979,292,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,386,2016,1997,100000,2,7,1,3,2563
1160,2,141000,R,245,70,16,165000,1,INSTYLE,4,5,13.7,15.6,11.2,דיזל,1,154,169,3724,4,5,3500,1500,10.783321799308,0,0,1,1,0,1,1,1,7,1,0,1,413.263624841572,1350.40191804708,98.7101224489796,95.1877685950413,178,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,520.5,141.245632973503,138.14139626352,181.5,75,1765,2800,300,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,0,1,387,2019,2442,146000,1,1,1,5,3366
1161,2,64500,R,205,55,16,68145,0,GLI,4,5,17.9,21.7,13.7,בנזין,1,132,190,1568,4,6.06779661016949,6400,4400,11.1,0,0,1,1,0,1,1,0,7,1,1,0,452,1350.40191804708,98.7101224489796,95.1877685950413,146.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,462,141.245632973503,138.14139626352,177.5,50,1290,1903.18990889979,270,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,1,1,335,2014,1598,160000,2,1,1,7,1424
1162,30,104895,R,225,55,18,104895,1,LIMITED,5,7,17.2,19.6,14.1,דיזל,1,150,190,3528,4,6,3500,1500,11.7,0,0,1,1,0,1,1,1,6.25310899780541,0,0,0,128,913,92.8,87.2,168,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,465.5,141.245632973503,138.14139626352,181,60,1615,2260,267,0,1,0,1,2,1,1,1,הלוגן,1,4,1,0,1,1,1,388,2014,2268,121176,2,1,1,2,1962
1164,29,92900,R,205,55,16,111500,1,LIFE,5,5,27,28.6,25,דיזל,1,110,188,2450,4,6,4000,1750,12.7,0,0,1,1,0,1,1,1,6,1,1,0,580,1695,88.6,87.1,145.7,149.2,141.2,105.240853658537,90.8045212765958,462.6,144.1,137.7,181.4,47,1395,1932,271.2,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,0,2,389,2019,1461,93398,1,13,2,1,1811
1165,29,139900,R,245,70,16,149900,1,INSTYLE,4,5,13.7,15.6,11.2,דיזל,1,154,169,3724,4,5,3500,1500,10.783321799308,0,0,1,1,0,1,1,1,7,1,0,1,413.263624841572,1350.40191804708,98.7101224489796,95.1877685950413,178,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,520.5,141.245632973503,138.14139626352,181.5,75,1765,2800,300,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,387,2018,2442,147769,1,1,2,8,2563
1166,2,93345,R,205,65,15,99900,1,MLS COMF PK,5,5,23.3,25.6,19.6,דיזל,0,101,166,2489.2,4,6.06779661016949,3750,1750,11.8,0,0,1,1,0,1,1,1,6,1,1,1,675,3000,98.7101224489796,95.1877685950413,180.1,148.4,148.7,105.240853658537,90.8045212765958,438,141.245632973503,138.14139626352,181,53,1378.96836668819,1903.18990889979,272.8,0,0,0,0,1.830078125,0,0,1,הלוגן,0,2,1,0,0,1,2,322,2018,1560,61500,1,1,1,12,1604
1167,2,20000,R,209.499681325685,57.2689611217336,16.3843212237094,14000,0,RXI,5,5,13.3,16.1,10.4,בנזין,1,105,189.119543317663,1391.6,4,6.06779661016949,6400,3200,10.783321799308,0,0,0,1,0,0,1,0,6.25310899780541,0,0,0,538,1257,102.4,95.5,147.5,139.755389908257,136.878071182549,110.5,85.1,441.5,139.2,135.1,174,60,1378.96836668819,1850,262,0,0,0,0,1,0,0,0,הלוגן,0,4,0,0,0,1,2,390,2008,1498,160000,2,17,2,5.24113968033357,1824.71785962474
1168,45,85000,R,215,45,18,100695,0,PREMIUM,4,5,17.5,21.3,13.3,בנזין,1,165,185,2058,4,6,6000,4000,8.9,0,0,1,1,1,1,1,1,6,1,1,0,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458,145.2,138.2,179.5,51,1411,1835,270,0,1,0,1,2,0,0,1,לד,0,4,1,0,1,1,1,10,2017,1998,120000,1,9,2,9,1604
1170,30,104895,R,205,55,17,111195,1,EX,5,5,19.2,20.4,16.9,בנזין,1,120,189.119543317663,1685.6,3,7,6000,1500,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,0,332,1135,99.6,97.5,152,134.4,133,107,85,414,137.5,135.5,176,45,1220,1670,258,0,1,0,1,1,0,0,0,הלוגן,0,4,0,0,0,0,1,27,2019,998,30500,1,26,1,4,1529
1171,11,136395,R,225,55,18,138495,0,LUXURY,5,5,17.7453684922245,20.3863265306122,14.6269151138716,חשמל/בנזין,1,203,170,2118.53125,4,1,5479.9424184261,2977.83694937541,11,1,0,1,1,0,1,1,1,7,1,1,0,463,1602,92.8,87.2,171,139.755389908257,136.878071182549,87,87.5,469.5,143.7,142.5,180,45,1860,2370,267,0,1,0,1,2,1,1,1,לד,1,4,1,0,1,1,1,391,2018,1998,101301,1,1,1,2,2019
1173,22,115000,R,205,55,16,129045,0,SUN,4,5,29.4,28.6,32.3,בנזין,1,122,180,2118.53125,4,6.06779661016949,5200,2977.83694937541,11,1,0,1,1,0,1,1,1,7,1,1,1,471,1350.40191804708,98.7101224489796,95.1877685950413,143.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,463,141.245632973503,138.14139626352,178,43,1310,1903.18990889979,270,0,0,0,1,2,1,0,0,הלוגן,0,4,0,0,0,0,1,0,2019,1798,83000,1,1,2,9,1811
1174,26,83000,R,195,65,15,99900,0,SUN,4,5,17.9,21.7,13.7,בנזין,1,132,190,1568,4,6.06779661016949,6400,4400,11.1,1,0,1,1,0,1,1,1,7,1,1,1,530,1350.40191804708,98.7101224489796,95.1877685950413,146.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,462,141.245632973503,138.14139626352,177.5,55,1205,1903.18990889979,270,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,0,2018,1598,103000,1,8,2,2,1604
1175,11,115395,R,215,70,15,182560,1,S,4,5,15.9,17.2,14.1,דיזל,0,163,189.119543317663,3528,4,6,3600,2000,10.783321799308,0,0,1,1,0,0,1,1,6,1,0,1,413.263624841572,1350.40191804708,98.7101224489796,95.1877685950413,169,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,520,141.245632973503,138.14139626352,177.5,76,1770,3000,309.5,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,195,2018,1898,147894,1,1,2,8,2019
1176,9,120645,R,215,55,17,125895,0,PREMIUM,4,5,22.7,23.3,20,בנזין,1,192,192,3596.6,4,6,6000,1770,9.4,0,0,1,1,1,1,1,1,7,1,1,0,425,1350.40191804708,102,97,146.5,142.3,142.2,115.5,90.5,485.5,147.5,143.2,186,60,1655,2100,280.5,0,0,0,1,2,1,1,1,לד,1,4,1,0,1,0,1,392,2018,1999,66720,1,1,1,5.24113968033357,1824.71785962474
1177,24,86900,R,205,60,16,115395,0,EX,5,5,26.3,25.6,26.3,בנזין,1,141,162,2597,4,6,5700,1000,11.5,0,0,1,1,0,1,1,1,7,1,1,0,401,1399,101.8,99.3,154.5,136.4,122.8,105.9,95,435.5,142.3,140.2,180.5,45,1500,1930,270,0,0,0,1,2,1,0,1,הלוגן,0,4,1,0,0,0,1,232,2018,1580,136000,1,1,2,11,1604
1179,11,56595,R,165,70,14,62900,0,VISIA,5,5,18.5,21.7,14.9,בנזין,1,80,161,1078,3,6.06779661016949,6000,4000,14.5,0,0,1,1,0,1,1,1,6,1,1,1,265,1132,98.7101224489796,95.1877685950413,151,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,382.5,141.245632973503,138.14139626352,166.5,41,1020,1425,245,0,1,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,67,2018,1198,59484,1,1,2,5.24113968033357,1824.71785962474
1180,11,115395,R,245,45,19,117495,0,EX,5,5,12.7,16.4,9.2,בנזין,1,155,189.119543317663,1881.6,4,6,6200,4000,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448,141.245632973503,138.14139626352,185.5,62,1501,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,66,2016,1999,127194,2,1,1,8,2019
1181,11,114900,R,215,45,17,114900,1,FR,5,5,16.9,20.3863265306122,14.6269151138716,בנזין,1,110,195,1960,3,7,5500,2000,10,0,0,1,1,0,1,1,1,6,1,1,1,355,1165,102.2,95.7,144.4,143.5,140.3,105.240853658537,90.8045212765958,405.9,141.245632973503,138.14139626352,178,40,1164,1580,256.4,0,0,0,1,2,1,0,1,הלוגן,0,4,1,0,1,0,1,76,2021,999,12000,1,1,1,13,1529
1182,2,166500,R,225,65,17,166500,0,LIMITED,5,5,20.4,20,20.4,בנזין,1,197,180,2118.53125,4,6.06779661016949,5479.9424184261,2977.83694937541,8.3,1,0,1,1,0,1,1,1,7,1,1,1,501,1054,98.7101224489796,95.1877685950413,167.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,460.5,141.245632973503,138.14139626352,184.5,56,1625,2205,266,0,0,0,1,2,1,1,1,לד,1,4,1,0,1,1,1,393,2018,2494,50000,1,2,1,11,2019
1183,49,49900,R,225,55,17,94395,0,1.6 TOKYO,5,5,15.9,18.2,12.7,בנזין,1,114,175,1470,4,6.06779661016949,5600,4000,13.8,0,0,1,1,0,1,1,1,7,1,1,0,380,1270,101,95.7,161.5,141.2,137.7,110.5,90,445,141.245632973503,138.14139626352,178,60,1385,1940,263.5,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,394,2016,1600,270000,1,14,1,1,1835
1184,34,149000,R,245,55,19,165000,0,ITANIUM PLUS,5,5,8.5,10.6,7.2,בנזין,1,285,192,3361.4,6,6,6500,4000,10.783321799308,0,1,1,1,0,1,1,1,8,1,1,0,1110,2078,98.7101224489796,95.1877685950413,174.2,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,479,141.245632973503,138.14139626352,192.8,68,2013,1903.18990889979,284.9,1,1,0,1,2,0,1,0,הלוגן,1,4,1,1,1,1,1,395,2017,3497,156000,1,17,2,4,3357
1186,9,82845,R,215,45,18,100695,0,SPORT,4,5,17.5,21.3,13.3,בנזין,1,165,185,2058,4,6,6000,4000,8.9,0,0,1,1,1,1,1,1,6,1,1,0,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458,145.2,138.2,179.5,51,1411,1835,270,0,1,0,1,2,0,0,1,לד,0,4,1,0,0,1,1,105,2017,1998,116030,2,7,1,1,1604
1187,17,16000,R,205,55,16,25250,0,TREND,4,5,15.6,20.8,10.8,בנזין,1,125,195,1558.2,4,6,6300,4000,11.8,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,421,1350.40191804708,99.3,96.2,154.228706624606,139.755389908257,136.878071182549,109.4,84.8,453.4,141.1,133.6,182.3,55,1378.96836668819,1903.18990889979,264.8,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,2,64,2012,1596,180000,2,21,2,5.24113968033357,1824.71785962474
1188,2,51400,R,195,55,16,109000,1,LIFE,5,5,18.5,22.2,14.7,בנזין,1,120,170,2009,4,6,5500,2000,9.2,0,0,1,1,0,1,1,0,4,1,1,0,300,1146,88,84.7,144.8,136.3,137.8,105.240853658537,90.8045212765958,406.3,137,130.7,173.2,45,1154,1664,258.9,0,1,0,0,1.830078125,0,0,1,הלוגן,0,2,0,0,0,1,1,172,2017,1197,47500,1,58,1,1,1102
1189,12,119900,R,209.499681325685,57.2689611217336,16.3843212237094,149999,1,EXCLUSIVE,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,180,232,3136,4,7,5100,1250,8.1,0,0,1,1,0,1,1,0,7,1,1,0,584,1719,99.1,98,146.8,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,486.1,145.1,141.5,186.4,52.6591325595602,1485,2030,284.1,0,1,0,1,1.830078125,0,0,1,הלוגן,0,4,1,0,1,1,1,396,2016,1798,92000,2,6,1,3,2563
1190,2,160000,R,225,50,18,199000,1,XLINE,5,5,17.2,19.2,14.7,בנזין,1,136,201,2156,3,7,4400,1250,9.6,1,0,1,1,1,1,1,1,6,1,1,0,505,1550,106.5,100.2,159.8,144,145.3,102.6,94.1,443.9,141.2,140.2,182.1,51,1505,2025,267,1,1,0,1,2,0,0,1,לד,0,4,1,0,1,1,1,397,2018,1499,77000,2,7,1,2,2563
1191,9,71295,R,215,60,17,71295,1,ENJOY PLUS,5,5,16.1,19.6,12.2,בנזין,1,140,191,1960,4,6,4900,1850,9.8,1,0,1,1,0,1,1,1,6,1,1,0,356,1372,100.5,98.5,165.8,130.8,123.2,103.7,90.8,427.8,137.6,133.4,176.4,52,1409,1843,255.5,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,279,2016,1364,42000,2,1,1,4,1604
1192,22,115000,R,205,55,16,129045,0,SUN,4,5,29.4,28.6,32.3,בנזין,1,122,180,2118.53125,4,6.06779661016949,5200,2977.83694937541,11,1,0,1,1,0,1,1,1,7,1,1,1,471,1350.40191804708,98.7101224489796,95.1877685950413,143.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,463,141.245632973503,138.14139626352,178,43,1310,1903.18990889979,270,0,0,0,1,2,1,0,0,הלוגן,0,4,0,0,0,0,1,0,2019,1798,94000,1,1,2,9,1811
1193,40,96000,R,245,45,19,125895,0,OPEN SKY,5,5,12.7,16.4,9.2,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,0,0,1,1,0,1,1,1,6,1,1,0,488,1478,96.3,96.9,165,141.3,138.4,105.3,97,447.5,145,141,185,62,1470,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,1,1,1,92,2016,1999,96000,2,6,1,6,2019
1194,8,95000,R,205,55,17,96500,1,FR,5,5,20,22.2,17.5,בנזין,1,115,182,1960,3,7,5000,2000,10,0,0,1,1,0,1,1,1,6,1,1,1,460,1350.40191804708,98.7101224489796,95.1877685950413,155.2,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,413.8,141.245632973503,138.14139626352,178,40,1210,1730,255.2,0,1,0,1,2,1,0,1,הלוגן,0,4,1,0,0,0,1,311,2019,999,36000,1,26,2,5,1529
1196,2,190000,R,225,50,18,249000,1,VIBE,5,5,15.9,18.2,13.2,בנזין,1,140,205,2156,3,7,4600,1480,9.6,0,0,1,1,1,1,1,1,6,1,1,1,470,1355,101.1,94.2,152.6,144,144.3,102.4,93.3,436,141.2,136.9,182.4,51,1490,2005,267,1,1,0,0,1.830078125,0,0,1,לד,0,4,1,0,1,0,1,398,2019,1499,28000,1,1,1,5,3366
1197,30,73395,R,225,55,17,94395,0,1.6I,5,5,15.9,18.2,12.7,בנזין,1,114,175,1470,4,6.06779661016949,5600,4000,13.8,0,0,1,1,0,1,1,0,7,1,1,0,380,1270,101,95.7,161.5,141.2,137.7,110.5,90,445,141.245632973503,138.14139626352,178,60,1385,1940,263.5,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,1,1,50,2016,1600,148633,2,7,1,7,1604
1198,24,84900,R,205,55,16,111500,1,LIFE,5,5,27,28.6,25,דיזל,1,110,188,2450,4,6,4000,1750,12.7,0,0,1,1,0,1,1,1,6,1,1,0,580,1695,88.6,87.1,145.7,149.2,141.2,105.240853658537,90.8045212765958,462.6,144.1,137.7,181.4,47,1395,1932,271.2,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,0,2,389,2019,1461,107565,1,6,2,1,1811
1199,12,99000,R,205,45,17,62895,1,GTI,3,5,18.5,22.2,14.3,בנזין,0,208,230,2940,4,6,6000,3000,6.5,0,0,1,1,0,1,1,1,6,1,1,1,311,1152,88.2,86.1,146,140.8,138,87.4,90.8045212765958,397.3,136,129.2,173.9,50,1160,1650,253.8,0,1,0,1,2,0,0,1,הלוגן,0,2,1,0,0,1,1,399,2018,1598,45000,2,0,1,5.24113968033357,1824.71785962474
1200,11,71000,R,205,55,16,89900,1,AMBITION,5,5,21.3,23.8,17.9,בנזין,1,115,200,1960,3,7,5000,2000,10.2,0,0,1,1,0,1,1,1,7,1,1,0,588,1718,98.3,99.5,146.1,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,467,141.245632973503,138.14139626352,181.4,50,1269,1839,268.6,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,2,45,2017,999,71000,1,1,2,10,1604
1201,12,69890,R,205,50,17,60000,0,SR,4,5,14.7,18.2,11.1,בנזין,1,130,189.119543317663,1705.2,4,6.06779661016949,6000,3600,10.783321799308,0,0,1,1,0,1,1,1,6,0,1,1,427,1350.40191804708,100.1,93.2,149.5,129.3,127.3,108,95,463.5,138.9,136.9,176,50,1324,1750,270,0,1,0,0,1.830078125,0,1,1,לד,1,4,0,0,0,1,1,16,2017,1798,102000,1,1,1,5.24113968033357,1824.71785962474
1203,9,39795,R,185,65,15,64900,1,ACTIVE PRO,5,5,20.8,24.4,16.4,בנזין,1,110,194,2009,3,6,5500,1500,9.8,0,0,1,1,0,1,1,0,6,1,1,0,311,1152,88.2,86.1,146,140.8,138,87.4,90.8045212765958,397.3,136,133.5,173.9,50,1090,1650,253.8,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,115,2015,1199,122489,1,30,1,5.24113968033357,1824.71785962474
1204,30,58695,R,209.499681325685,57.2689611217336,16.3843212237094,61900,0,TEKNA P.D,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,117,170,1548.4,4,6.06779661016949,6000,4000,11.5,0,0,1,1,0,1,1,1,6,1,1,0,354,797,98.7101224489796,95.1877685950413,156.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,413.5,141.245632973503,138.14139626352,176.5,46,1250,1680,253,0,1,0,1,1,0,1,1,הלוגן,1,4,1,0,1,1,1,400,2016,1598,147261,1,6,1,1,1604
1205,11,48000,R,205,55,16,60795,0,TS,5,5,25.6,26.3,26.3,בנזין,1,136,175,2118.53125,4,6.06779661016949,5479.9424184261,2977.83694937541,11.2,0,0,1,1,0,1,1,0,7,1,0,0,530,1658,98.7101224489796,95.1877685950413,147.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,456,141.245632973503,138.14139626352,176,45,1400,1815,260,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,1,1,291,2014,1798,194000,1,1,2,9,1424
1206,16,133000,R,215,70,16,157395,0,INTENSE,5,7,13.7,16.1,11.1,בנזין,1,150,190,1911,4,6.06779661016949,6000,4200,13.3,1,0,1,1,0,1,1,1,7,1,1,0,128,1608,92.8,87.2,171,139.755389908257,136.878071182549,87,87.5,469.5,143.7,142.5,181,63,1540,2225,267,0,1,0,1,2,1,0,1,הלוגן,0,4,1,0,0,0,1,81,2019,1998,62000,1,6,3,6,2417
1207,13,92000,R,205,55,17,96500,1,FR,5,5,20,22.2,17.5,בנזין,1,115,182,1960,3,7,5000,2000,10,0,0,1,1,0,1,1,1,6,1,1,1,460,1350.40191804708,98.7101224489796,95.1877685950413,155.2,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,413.8,141.245632973503,138.14139626352,178,40,1210,1730,255.2,0,1,0,1,2,1,0,1,הלוגן,0,4,1,0,0,0,1,311,2019,999,81420,1,1,2,2,1529
1208,11,95999,R,225,45,17,145000,1,FR,3,5,17.5,20.8,14.1,בנזין,1,180,224,2450,4,7,5100,1250,7.2,0,0,1,1,0,1,1,0,8,1,1,0,380,1150,103.2,95.2,143.1,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,423.6,141.245632973503,138.14139626352,181,50,1395,1850,259.6,0,1,0,1,2,0,0,1,הלוגן,0,2,1,0,1,1,1,89,2015,1798,137000,3,21,1,2,1693
1209,27,55000,R,195,65,15,68145,0,SUN,4,5,17.9,21.7,13.7,בנזין,1,132,190,1568,4,6.06779661016949,6400,4400,11.1,0,0,1,1,0,1,1,0,7,1,1,0,452,1350.40191804708,98.7101224489796,95.1877685950413,146.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,462,141.245632973503,138.14139626352,177.5,50,1290,1903.18990889979,270,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,0,2014,1598,196000,2,6,1,8,1424
1210,10,25000,R,205,55,16,27500,0,TREND,4,5,15.6,20.8,10.8,בנזין,1,125,195,1558.2,4,6,6300,4000,11.8,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,421,1350.40191804708,99.3,96.2,154.228706624606,139.755389908257,136.878071182549,109.4,84.8,453.4,141.1,133.6,182.3,55,1378.96836668819,1903.18990889979,264.8,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,2,64,2013,1596,148791,5,19,2,7,1424
1212,12,95000,R,215,55,17,80000,0,GLXV,5,5,17.5,19.6,14.9,בנזין,1,120,180,1528.8,4,6,6000,4400,13,0,0,1,1,0,1,1,1,7,1,1,1,375,710,98.7101224489796,95.1877685950413,161,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,417.5,141.245632973503,138.14139626352,177.5,47,1185,1730,250,0,1,0,1,1,0,0,1,לד,0,4,1,0,0,1,3,401,2018,1586,89000,1,1,1,8,1604
1213,11,59745,R,185,65,15,67000,0,ENJOY LS,5,5,16.7,20.4,12.5,בנזין,1,90,170,1274,4,6,6000,4000,13.9,0,0,1,1,0,1,1,1,6,1,1,1,285,1120,98.7101224489796,95.1877685950413,148.1,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,402.1,141.245632973503,138.14139626352,174.6,45,1199,1645,251,0,1,0,0,1.830078125,0,0,1,הלוגן,0,2,0,0,1,1,1,402,2018,1398,95152,1,1,1,8,1353
1214,30,99645,R,225,55,18,113295,0,INTENSE,5,5,11.4,12.8,10.3,בנזין,1,150,190,1930.6,4,6.06779661016949,6000,4200,10.783321799308,1,0,1,1,0,1,1,1,7,1,1,0,393,1193,97,92,164.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,436.5,141.245632973503,138.14139626352,181,63,1425,1970,267,0,1,0,1,1,0,0,1,הלוגן,0,4,1,0,0,1,1,186,2018,1998,83513,1,35,1,11,1604
